Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio
4000EEW_B02_U14_0867,dormitory,,[dɔ́ːrmətɔ̀ːri],n.,A <i>dormitory</i> is a school building where students live.,I will move into the <b>dormitory</b> at the beginning of the school year.,I will move into the {{c1::dormitory}} at the beginning of the school year.,"""<img src=""""4000EEW_B02_U14_0867.jpg"""" />""",[sound:4000EEW_B02_U14_0867.word.mp3],[sound:4000EEW_B02_U14_0867.definition.mp3],[sound:4000EEW_B02_U14_0867.example.mp3]
4000EEW_B02_U14_0868,exhaust,,[igzɔ́ːst],v.,To <i>exhaust</i> someone is to make that person tired.,John <b>exhausted</b> himself by swimming all day.,John {{c1::exhausted}} himself by swimming all day.,"""<img src=""""4000EEW_B02_U14_0868.jpg"""" />""",[sound:4000EEW_B02_U14_0868.word.mp3],[sound:4000EEW_B02_U14_0868.definition.mp3],[sound:4000EEW_B02_U14_0868.example.mp3]
4000EEW_B02_U14_0869,greenhouse,,[gríːnhàus],n.,A <i>greenhouse</i> is a small glass building that is used to grow plants.,We have a small <b>greenhouse</b> in our backyard where we grow plants.,We have a small {{c1::greenhouse}} in our backyard where we grow plants.,"""<img src=""""4000EEW_B02_U14_0869.jpg"""" />""",[sound:4000EEW_B02_U14_0869.word.mp3],[sound:4000EEW_B02_U14_0869.definition.mp3],[sound:4000EEW_B02_U14_0869.example.mp3]
4000EEW_B02_U14_0870,ignore,,[ignɔ́ːr],v.,To <i>ignore</i> something is to act like you do not see or hear it.,I <b>ignored</b> the message he was making and kept studying.,I {{c1::ignored}} the message he was making and kept studying.,"""<img src=""""4000EEW_B02_U14_0870.jpg"""" />""",[sound:4000EEW_B02_U14_0870.word.mp3],[sound:4000EEW_B02_U14_0870.definition.mp3],[sound:4000EEW_B02_U14_0870.example.mp3]
4000EEW_B02_U14_0871,obvious,,[ɑ́bviəs],adj.,<i>Obvious</i> means clear or easy to see.,It was <b>obvious</b> that he was tired. He kept falling asleep.,It was {{c1::obvious}} that he was tired. He kept falling asleep.,"""<img src=""""4000EEW_B02_U14_0871.jpg"""" />""",[sound:4000EEW_B02_U14_0871.word.mp3],[sound:4000EEW_B02_U14_0871.definition.mp3],[sound:4000EEW_B02_U14_0871.example.mp3]
4000EEW_B02_U14_0872,physics,,[fíziks],n.,<i>Physics</i> is a science that deals with energy and how it affects things.,"In <b>physics</b> class, we used Newton’s Cradle to learn about energy.","In {{c1::physics}} class, we used Newton’s Cradle to learn about energy.","""<img src=""""4000EEW_B02_U14_0872.jpg"""" />""",[sound:4000EEW_B02_U14_0872.word.mp3],[sound:4000EEW_B02_U14_0872.definition.mp3],[sound:4000EEW_B02_U14_0872.example.mp3]
4000EEW_B02_U14_0873,portion,,[pɔ́ːrʃən],n.,A <i>portion</i> of something is a part of it.,I only ate a small <b>portion</b> of the pizza.,I only ate a small {{c1::portion}} of the pizza.,"""<img src=""""4000EEW_B02_U14_0873.jpg"""" />""",[sound:4000EEW_B02_U14_0873.word.mp3],[sound:4000EEW_B02_U14_0873.definition.mp3],[sound:4000EEW_B02_U14_0873.example.mp3]
4000EEW_B02_U14_0874,remind,,[rimáind],v.,To <i>remind</i> is to tell someone to remember to do something.,Nick’s dad <b>reminded</b> him to do his homework.,Nick’s dad {{c1::reminded}} him to do his homework.,"""<img src=""""4000EEW_B02_U14_0874.jpg"""" />""",[sound:4000EEW_B02_U14_0874.word.mp3],[sound:4000EEW_B02_U14_0874.definition.mp3],[sound:4000EEW_B02_U14_0874.example.mp3]
4000EEW_B02_U14_0875,secretary,,[sékrətèri],n.,A <i>secretary</i> is a person who works in an office.,Rebecca asked her <b>secretary</b> to type a report.,Rebecca asked her {{c1::secretary}} to type a report.,"""<img src=""""4000EEW_B02_U14_0875.jpg"""" />""",[sound:4000EEW_B02_U14_0875.word.mp3],[sound:4000EEW_B02_U14_0875.definition.mp3],[sound:4000EEW_B02_U14_0875.example.mp3]
4000EEW_B02_U14_0876,severe,,[sivíəːr],adj.,<i>Severe</i> means very bad or serious.,"After hitting his hand with the hammer, Sam was in <b>severe</b> pain.","After hitting his hand with the hammer, Sam was in {{c1::severe}} pain.","""<img src=""""4000EEW_B02_U14_0876.jpg"""" />""",[sound:4000EEW_B02_U14_0876.word.mp3],[sound:4000EEW_B02_U14_0876.definition.mp3],[sound:4000EEW_B02_U14_0876.example.mp3]
4000EEW_B02_U14_0877,talent,,[tǽlənt],n.,A <i>talent</i> is a natural ability to do something well.,Maria has a <b>talent</b> for playing the piano.,Maria has a {{c1::talent}} for playing the piano.,"""<img src=""""4000EEW_B02_U14_0877.jpg"""" />""",[sound:4000EEW_B02_U14_0877.word.mp3],[sound:4000EEW_B02_U14_0877.definition.mp3],[sound:4000EEW_B02_U14_0877.example.mp3]
4000EEW_B02_U14_0878,thesis,,[ɵíːsis],n.,A <i>thesis</i> is an idea that needs to be proved.,She did not support her <b>thesis</b> very well.,She did not support her {{c1::thesis}} very well.,"""<img src=""""4000EEW_B02_U14_0878.jpg"""" />""",[sound:4000EEW_B02_U14_0878.word.mp3],[sound:4000EEW_B02_U14_0878.definition.mp3],[sound:4000EEW_B02_U14_0878.example.mp3]
4000EEW_B02_U14_0879,uniform,,[júːnəfɔ̀ːrm],n.,A <i>uniform</i> is a piece of clothing worn by people of the same group.,All the members of our marching band wear matching <b>uniforms</b>.,All the members of our marching band wear matching {{c1::uniforms}}.,"""<img src=""""4000EEW_B02_U14_0879.jpg"""" />""",[sound:4000EEW_B02_U14_0879.word.mp3],[sound:4000EEW_B02_U14_0879.definition.mp3],[sound:4000EEW_B02_U14_0879.example.mp3]
4000EEW_B02_U14_0880,vision,,[víʒən],n.,<i>Vision</i> is the ability to see.,The eye doctor tested my <b>vision</b>.,The eye doctor tested my {{c1::vision}}.,"""<img src=""""4000EEW_B02_U14_0880.jpg"""" />""",[sound:4000EEW_B02_U14_0880.word.mp3],[sound:4000EEW_B02_U14_0880.definition.mp3],[sound:4000EEW_B02_U14_0880.example.mp3]
4000EEW_B02_U15_0881,absorb,,[əbsɔ́ːrb],v.,To <i>absorb</i> a liquid means to take it inside.,He used a sponge to <b>absorb</b> the water on the floor.,He used a sponge to {{c1::absorb}} the water on the floor.,"""<img src=""""4000EEW_B02_U15_0881.jpg"""" />""",[sound:4000EEW_B02_U15_0881.word.mp3],[sound:4000EEW_B02_U15_0881.definition.mp3],[sound:4000EEW_B02_U15_0881.example.mp3]
4000EEW_B02_U15_0882,boss,,[bɔːs],n.,A <i>boss</i> is a person in charge of other people at work.,My <b>boss</b> is a nice person.,My {{c1::boss}} is a nice person.,"""<img src=""""4000EEW_B02_U15_0882.jpg"""" />""",[sound:4000EEW_B02_U15_0882.word.mp3],[sound:4000EEW_B02_U15_0882.definition.mp3],[sound:4000EEW_B02_U15_0882.example.mp3]
4000EEW_B02_U15_0883,charitable,,[ʧǽritəbl],adj.,A <i>charitable</i> organization aims to help people.,I give money each year to a <b>charitable</b> foundation.,I give money each year to a {{c1::charitable}} foundation.,"""<img src=""""4000EEW_B02_U15_0883.jpg"""" />""",[sound:4000EEW_B02_U15_0883.word.mp3],[sound:4000EEW_B02_U15_0883.definition.mp3],[sound:4000EEW_B02_U15_0883.example.mp3]
4000EEW_B02_U15_0884,committee,,[kəmíti],n.,A <i>committee</i> is a group of people who meet together to make decisions.,The school’s <b>committee</b> agreed on a new dress code for students.,The school’s {{c1::committee}} agreed on a new dress code for students.,"""<img src=""""4000EEW_B02_U15_0884.jpg"""" />""",[sound:4000EEW_B02_U15_0884.word.mp3],[sound:4000EEW_B02_U15_0884.definition.mp3],[sound:4000EEW_B02_U15_0884.example.mp3]
4000EEW_B02_U15_0885,contract,,[kɑ́ntrækt],n.,A <i>contract</i> is a written agreement between two people.,The woman signed a <b>contract</b> when she bought the house.,The woman signed a {{c1::contract}} when she bought the house.,"""<img src=""""4000EEW_B02_U15_0885.jpg"""" />""",[sound:4000EEW_B02_U15_0885.word.mp3],[sound:4000EEW_B02_U15_0885.definition.mp3],[sound:4000EEW_B02_U15_0885.example.mp3]
4000EEW_B02_U15_0886,crew,,[kruː],n.,A <i>crew</i> is a group of workers.,My father has a <b>crew</b> that helps him build houses.,My father has a {{c1::crew}} that helps him build houses.,"""<img src=""""4000EEW_B02_U15_0886.jpg"""" />""",[sound:4000EEW_B02_U15_0886.word.mp3],[sound:4000EEW_B02_U15_0886.definition.mp3],[sound:4000EEW_B02_U15_0886.example.mp3]
4000EEW_B02_U15_0887,devote,,[divóut],v.,To <i>devote</i> time to something means to spend a lot of time doing it.,She <b>devotes</b> two hours a day to playing the piano.,She {{c1::devotes}} two hours a day to playing the piano.,"""<img src=""""4000EEW_B02_U15_0887.jpg"""" />""",[sound:4000EEW_B02_U15_0887.word.mp3],[sound:4000EEW_B02_U15_0887.definition.mp3],[sound:4000EEW_B02_U15_0887.example.mp3]
4000EEW_B02_U15_0888,dig,,[dig],v.,To <i>dig</i> is to make a hole in the ground.,My dog <b>digs</b> in the yard so he can hide his bones.,My dog {{c1::digs}} in the yard so he can hide his bones.,"""<img src=""""4000EEW_B02_U15_0888.jpg"""" />""",[sound:4000EEW_B02_U15_0888.word.mp3],[sound:4000EEW_B02_U15_0888.definition.mp3],[sound:4000EEW_B02_U15_0888.example.mp3]
4000EEW_B02_U15_0889,dine,,[dain],v.,To <i>dine</i> means to eat dinner.,The young couple <b>dined</b> at their home.,The young couple {{c1::dined}} at their home.,"""<img src=""""4000EEW_B02_U15_0889.jpg"""" />""",[sound:4000EEW_B02_U15_0889.word.mp3],[sound:4000EEW_B02_U15_0889.definition.mp3],[sound:4000EEW_B02_U15_0889.example.mp3]
4000EEW_B02_U15_0890,donate,,[dóuneit],v.,To <i>donate</i> is to give something to a charity or organization.,We <b>donate</b> money to charities every year.,We {{c1::donate}} money to charities every year.,"""<img src=""""4000EEW_B02_U15_0890.jpg"""" />""",[sound:4000EEW_B02_U15_0890.word.mp3],[sound:4000EEW_B02_U15_0890.definition.mp3],[sound:4000EEW_B02_U15_0890.example.mp3]
4000EEW_B02_U15_0891,double,,[dʌ́bəl],adj.,<i>Double</i> means twice as much or twice as many.,I paid almost <b>double</b> the amount for that shirt.,I paid almost {{c1::double}} the amount for that shirt.,"""<img src=""""4000EEW_B02_U15_0891.jpg"""" />""",[sound:4000EEW_B02_U15_0891.word.mp3],[sound:4000EEW_B02_U15_0891.definition.mp3],[sound:4000EEW_B02_U15_0891.example.mp3]
4000EEW_B02_U15_0892,flavor,,[fléivər],n.,A <i>flavor</i> is the taste of food or drinks.,The <b>flavor</b> of the ice cream was very good.,The {{c1::flavor}} of the ice cream was very good.,"""<img src=""""4000EEW_B02_U15_0892.jpg"""" />""",[sound:4000EEW_B02_U15_0892.word.mp3],[sound:4000EEW_B02_U15_0892.definition.mp3],[sound:4000EEW_B02_U15_0892.example.mp3]
4000EEW_B02_U15_0893,foundation,,[faundéiʃən],n.,A <i>foundation</i> is a group that provides money for research.,The <b>foundation</b> raised money to give scholarships to students.,The {{c1::foundation}} raised money to give scholarships to students.,"""<img src=""""4000EEW_B02_U15_0893.jpg"""" />""",[sound:4000EEW_B02_U15_0893.word.mp3],[sound:4000EEW_B02_U15_0893.definition.mp3],[sound:4000EEW_B02_U15_0893.example.mp3]
4000EEW_B02_U15_0894,generation,,[ʤènəréiʃən],n.,A <i>generation</i> is a group of people who live at the same time.,My grandparents are from a different <b>generation</b> than me.,My grandparents are from a different {{c1::generation}} than me.,"""<img src=""""4000EEW_B02_U15_0894.jpg"""" />""",[sound:4000EEW_B02_U15_0894.word.mp3],[sound:4000EEW_B02_U15_0894.definition.mp3],[sound:4000EEW_B02_U15_0894.example.mp3]
4000EEW_B02_U15_0895,handle,,[hǽndl],n.,A <i>handle</i> is the part of an object people hold while using it.,"The pot is very hot, so pick it up by the <b>handle</b>.","The pot is very hot, so pick it up by the {{c1::handle}}.","""<img src=""""4000EEW_B02_U15_0895.jpg"""" />""",[sound:4000EEW_B02_U15_0895.word.mp3],[sound:4000EEW_B02_U15_0895.definition.mp3],[sound:4000EEW_B02_U15_0895.example.mp3]
4000EEW_B02_U15_0896,layer,,[léiər],n.,A <i>layer</i> covers over something or is one of several pieces lying on top of each other.,There was a <b>layer</b> of snow on the tops of the houses this morning.,There was a {{c1::layer}} of snow on the tops of the houses this morning.,"""<img src=""""4000EEW_B02_U15_0896.jpg"""" />""",[sound:4000EEW_B02_U15_0896.word.mp3],[sound:4000EEW_B02_U15_0896.definition.mp3],[sound:4000EEW_B02_U15_0896.example.mp3]
4000EEW_B02_U15_0897,mud,,[mʌd],n.,"<i>Mud</i> is soft, wet dirt.","My brother played rugby in the <b>mud</b>. Now, he’s dirty.","My brother played rugby in the {{c1::mud}}. Now, he’s dirty.","""<img src=""""4000EEW_B02_U15_0897.jpg"""" />""",[sound:4000EEW_B02_U15_0897.word.mp3],[sound:4000EEW_B02_U15_0897.definition.mp3],[sound:4000EEW_B02_U15_0897.example.mp3]
4000EEW_B02_U15_0898,smooth,,[smuːð],adj.,A <i>smooth</i> thing has no bumps or rough parts.,The baby’s skin felt very <b>smooth</b>.,The baby’s skin felt very {{c1::smooth}}.,"""<img src=""""4000EEW_B02_U15_0898.jpg"""" />""",[sound:4000EEW_B02_U15_0898.word.mp3],[sound:4000EEW_B02_U15_0898.definition.mp3],[sound:4000EEW_B02_U15_0898.example.mp3]
4000EEW_B02_U15_0899,soil,,[sɔil],n.,<i>Soil</i> is the top layer of land on the Earth.,The boy planted flowers in the <b>soil</b> and watered them every day.,The boy planted flowers in the {{c1::soil}} and watered them every day.,"""<img src=""""4000EEW_B02_U15_0899.jpg"""" />""",[sound:4000EEW_B02_U15_0899.word.mp3],[sound:4000EEW_B02_U15_0899.definition.mp3],[sound:4000EEW_B02_U15_0899.example.mp3]
4000EEW_B02_U15_0900,unique,,[juːníːk],adj.,A <i>unique</i> person or thing is not like others.,Her dog is <b>unique</b>. I’ve never seen one quite like it.,Her dog is {{c1::unique}}. I’ve never seen one quite like it.,"""<img src=""""4000EEW_B02_U15_0900.jpg"""" />""",[sound:4000EEW_B02_U15_0900.word.mp3],[sound:4000EEW_B02_U15_0900.definition.mp3],[sound:4000EEW_B02_U15_0900.example.mp3]
4000EEW_B02_U16_0901,academy,,[əkǽdəmi],n.,An <i>academy</i> is a special type of school.,There are many courses taught at the <b>academy</b> that I go to.,There are many courses taught at the {{c1::academy}} that I go to.,"""<img src=""""4000EEW_B02_U16_0901.jpg"""" />""",[sound:4000EEW_B02_U16_0901.word.mp3],[sound:4000EEW_B02_U16_0901.definition.mp3],[sound:4000EEW_B02_U16_0901.example.mp3]
4000EEW_B02_U16_0902,ancient,,[éinʃənt],adj.,"If something is <i>ancient</i>, it is very old.",I want to see the <b>ancient</b> buildings in Rome.,I want to see the {{c1::ancient}} buildings in Rome.,"""<img src=""""4000EEW_B02_U16_0902.jpg"""" />""",[sound:4000EEW_B02_U16_0902.word.mp3],[sound:4000EEW_B02_U16_0902.definition.mp3],[sound:4000EEW_B02_U16_0902.example.mp3]
4000EEW_B02_U16_0903,board,,[bɔːrd],n.,A <i>board</i> is a flat piece of wood.,The sign was made of a few wooden <b>boards</b>.,The sign was made of a few wooden {{c1::boards}}.,"""<img src=""""4000EEW_B02_U16_0903.jpg"""" />""",[sound:4000EEW_B02_U16_0903.word.mp3],[sound:4000EEW_B02_U16_0903.definition.mp3],[sound:4000EEW_B02_U16_0903.example.mp3]
4000EEW_B02_U16_0904,century,,[séntʃuri],n.,A <i>century</i> is one hundred years.,Our company is celebrating a <b>century</b> of business in London.,Our company is celebrating a {{c1::century}} of business in London.,"""<img src=""""4000EEW_B02_U16_0904.jpg"""" />""",[sound:4000EEW_B02_U16_0904.word.mp3],[sound:4000EEW_B02_U16_0904.definition.mp3],[sound:4000EEW_B02_U16_0904.example.mp3]
4000EEW_B02_U16_0905,clue,,[kluː],n.,A <i>clue</i> is a fact or object that helps solve a mystery or crime.,The detective found some <b>clues</b> on the sidewalk.,The detective found some {{c1::clues}} on the sidewalk.,"""<img src=""""4000EEW_B02_U16_0905.jpg"""" />""",[sound:4000EEW_B02_U16_0905.word.mp3],[sound:4000EEW_B02_U16_0905.definition.mp3],[sound:4000EEW_B02_U16_0905.example.mp3]
4000EEW_B02_U16_0906,concert,,[kάnsəːrt],n.,A <i>concert</i> is an event where you listen to people play music.,I enjoyed the <b>concert</b> last night. The band was very good.,I enjoyed the {{c1::concert}} last night. The band was very good.,"""<img src=""""4000EEW_B02_U16_0906.jpg"""" />""",[sound:4000EEW_B02_U16_0906.word.mp3],[sound:4000EEW_B02_U16_0906.definition.mp3],[sound:4000EEW_B02_U16_0906.example.mp3]
4000EEW_B02_U16_0907,county,,[káunti],n.,A <i>county</i> is the largest division of a state in a country.,He wanted to represent the citizens of his <b>county</b>.,He wanted to represent the citizens of his {{c1::county}}.,"""<img src=""""4000EEW_B02_U16_0907.jpg"""" />""",[sound:4000EEW_B02_U16_0907.word.mp3],[sound:4000EEW_B02_U16_0907.definition.mp3],[sound:4000EEW_B02_U16_0907.example.mp3]
4000EEW_B02_U16_0908,dictionary,,[díkʃənèri],n.,A <i>dictionary</i> is a book that tells you what words mean.,I use the <b>dictionary</b> to learn new words.,I use the {{c1::dictionary}} to learn new words.,"""<img src=""""4000EEW_B02_U16_0908.jpg"""" />""",[sound:4000EEW_B02_U16_0908.word.mp3],[sound:4000EEW_B02_U16_0908.definition.mp3],[sound:4000EEW_B02_U16_0908.example.mp3]
4000EEW_B02_U16_0909,exist,,[igzíst],v.,To <i>exist</i> is to be real.,Do you really think that unicorns ever <b>existed</b>?,Do you really think that unicorns ever {{c1::existed}}?,"""<img src=""""4000EEW_B02_U16_0909.jpg"""" />""",[sound:4000EEW_B02_U16_0909.word.mp3],[sound:4000EEW_B02_U16_0909.definition.mp3],[sound:4000EEW_B02_U16_0909.example.mp3]
4000EEW_B02_U16_0910,flat,,[fæt],adj.,<i>Flat</i> describes something that is level and smooth with no curved parts.,My parents bought a new <b>flat</b>-screen TV on the weekend.,My parents bought a new {{c1::flat}}-screen TV on the weekend.,"""<img src=""""4000EEW_B02_U16_0910.jpg"""" />""",[sound:4000EEW_B02_U16_0910.word.mp3],[sound:4000EEW_B02_U16_0910.definition.mp3],[sound:4000EEW_B02_U16_0910.example.mp3]
4000EEW_B02_U16_0911,gentleman,,[ʤéntlmən],n.,A <i>gentleman</i> is a nice man.,My grandfather is a kind and helpful <b>gentleman</b>.,My grandfather is a kind and helpful {{c1::gentleman}}.,"""<img src=""""4000EEW_B02_U16_0911.jpg"""" />""",[sound:4000EEW_B02_U16_0911.word.mp3],[sound:4000EEW_B02_U16_0911.definition.mp3],[sound:4000EEW_B02_U16_0911.example.mp3]
4000EEW_B02_U16_0912,hidden,,[hídn],adj.,<i>Hidden</i> means not easily noticed or too hard to find.,The <b>hidden</b> camera recorded everything in the parking lot.,The {{c1::hidden}} camera recorded everything in the parking lot.,"""<img src=""""4000EEW_B02_U16_0912.jpg"""" />""",[sound:4000EEW_B02_U16_0912.word.mp3],[sound:4000EEW_B02_U16_0912.definition.mp3],[sound:4000EEW_B02_U16_0912.example.mp3]
4000EEW_B02_U16_0913,maybe,,[méibi],adv.,<i>Maybe</i> is used to show that something is possible or may be true.,"If I focus hard enough, <b>maybe</b> I can come up with the right answer.","If I focus hard enough, {{c1::maybe}} I can come up with the right answer.","""<img src=""""4000EEW_B02_U16_0913.jpg"""" />""",[sound:4000EEW_B02_U16_0913.word.mp3],[sound:4000EEW_B02_U16_0913.definition.mp3],[sound:4000EEW_B02_U16_0913.example.mp3]
4000EEW_B02_U16_0914,officer,,[ɔ́ːfsər],n.,An <i>officer</i> is a leader in the army.,The soldiers followed the orders of the <b>officer</b>.,The soldiers followed the orders of the {{c1::officer}}.,"""<img src=""""4000EEW_B02_U16_0914.jpg"""" />""",[sound:4000EEW_B02_U16_0914.word.mp3],[sound:4000EEW_B02_U16_0914.definition.mp3],[sound:4000EEW_B02_U16_0914.example.mp3]
