Word,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
elevate,v.,/ˈelɪveɪt/,"to move someone or something to a more important level or rank, or make them better than before",بالا بردن,raise,/reɪz/ <font color=darkblue>&nbsp; boost</font><br>[sound:boost.mp3],"""<img src=""""Buying-a-home-this-spring.jpg"""">""","""● Language has <font color=""""#0080bc"""">elevated</font> humans above the other animals.<br>● Their purpose is to <font color=""""#0080bc"""">elevate</font> AIDS to the top of government priorities.<br>""",,"""To <font color=""""sienna""""><i>elevate</i> </font>is to lift up, either literally or figuratively. One way to <font color=""""sienna""""><i>elevate</i> </font>your mood is to exercise and <font color=""""sienna""""><i>elevate</i> </font>your heart rate. But if you exercise too hard and sprain your ankle, you might have to <font color=""""sienna""""><i>elevate</i> </font>it by propping it on a pillow.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
eliminate,v.,/ɪˈlɪmɪneɪt/,completely remove or get rid of (something).,از بین بردن,remove,"""/rɪˈmuːv/<font color=""""darkblue""""> &nbsp; delete</font>&nbsp;/dɪˈliːt/ <font color=darkblue>&nbsp; efface</font><br>[sound:delete.mp3][sound:efface.mp3]""","""<img src=""""eliminate (1).jpg"""">""","""● Doctors seek to <font color=""""#0080bc"""">eliminate</font> the causes of the epidemic.<br>● The body naturally <font color=""""#0080bc"""">eliminates</font> waste products.<br>● The company plans to <font color=""""#0080bc"""">eliminate</font> more than 2,000 jobs in the coming year.<br>● She's trying to <font color=""""#0080bc"""">eliminate</font> fatty foods from her diet.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elite,n.,/eɪˈliːt/,"excellent person;&nbsp;a group of people who have a lot of power and influence because they have money, knowledge, or special skills",نخبه,excellent person,,"""<img src=""""paste-4c8b181448276a854d13b8667e58ffcc7e10ed73.jpg"""">""","""● the winners of this science award represent the <font color=""""#0080bc"""">elite</font> of our high schools.<br>● the country's <font color=""""#0080bc"""">elite</font> owned or controlled most of the wealth.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elusive,adj.,/ɪˈluːsɪv/,difficult to catch,گریزان,difficult to catch,,"""<img src=""""paste-16883516440577_1342704248563.jpg"""">""","""● The truth may prove <font color=""""#0080bc"""">elusive</font>.<br>● the giant squid is one of the ocean's most <font color=""""#0080bc"""">elusive</font> inhabitants.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emanate,v.,/ˈeməneɪt/,(of something abstract but perceptible) issue or spread out from (a source).,بیرون امدن - پدیدار شدن,emerge,/ɪˈmɜːrdʒ/,"""<img src=""""paste-19804094201857.jpg"""">""","""● Good smells <font color=""""#0080bc"""">emanated</font> from the kitchen.<br>● Constant criticism has <font color=""""#0080bc"""">emanated</font> from her opponents.<br>● Happiness seems to <font color=""""#0080bc"""">emanate</font> from her.<br>● She seems to <font color=""""#0080bc"""">emanate</font> happiness.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embark,v.,/ɪmˈbɑːrk_ɑːn/,"to start something, especially something new, difficult, or exciting",شروع کردن,start,/stɑːrt/ <font color=darkblue>&nbsp; begin</font><br>[sound:begin.mp3],"""<img src=""""paste-16930761080833.jpg"""">""","""● They <font color=""""#0080bc"""">embarked on</font> their trip to America with high hopes.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embed,v.,/ɪmˈbɛd/,fix (an object) firmly and deeply in a surrounding mass.,احاطه کردن، جاسازی کردن، نهفتن,implant,"""/ɪmˈplɑːnt/<font color=""""darkblue""""> &nbsp; enclose</font>&nbsp;/ɪnˈkləʊz/<font color=""""darkblue""""> &nbsp; insert</font>&nbsp;/ɪnˈsəːrt/<br>[sound:enclose.mp3][sound:insert.mp3]""","""<img src=""""paste-41974715383809.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● <font color=""""#0080bc"""">embed</font> a post in concrete.<br>● the nails were solidly <font color=""""#0080bc"""">embedded</font> in those old plaster walls.<br>● A piece of glass was <font color=""""#0080bc"""">embedded</font> in her hand.<br>● When broken open, Allende stones are revealed to contain an assortment of small, distinctive objects, spherical or irregular in shape and <font color=""""#0080bc"""">embedded</font> in a dark gray matrix (binding material), which were once constituents of the solar nebula – the interstellar cloud of gas and dust out of which our solar system was formed.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emergence,n.,/ɪˈmɜːrdʒəns/,the process of coming into view or becoming exposed after being concealed.,خروج - پیدایش,rise,"""/raɪz/<font color=""""darkblue""""> &nbsp; appearance</font>&nbsp;/əˈpɪrəns/<br>[sound:appearance.mp3]""","""<img src=""""paste-14998025797633.jpg"""">""","""● the <font color=""""#0080bc"""">emergence</font> of the Internet as an important means of communication.<br>● the economy's <font color=""""#0080bc"""">emergence</font> from a recession.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emergency,n.,/ɪˈməːrdʒənsi/,"a serious, unexpected, and often dangerous situation requiring immediate action.",اضطراری,crisis,  <font color=darkblue>&nbsp; urgent situation</font><br>,"""<img src=""""paste-13288628813825.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● Her quick thinking in an <font color=""""#0080bc"""">emergency</font> saved the baby's life.<br>● an alert, quick-thinking girl who is good to have around in an <font color=""""#0080bc"""">emergency</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emergent,adj.,/ɪˈmɜːrdʒənt/,in the process of coming into being or becoming prominent.,در حال توسعه / ظهور / پیدایش,developing,/dɪˈveləpɪŋ/,"""<img src=""""paste-460cda995e9069c6407612b081fef5405b6ba8fd.jpg"""">""","""● Since it was not seen as an <font color=""""#0080bc"""">emergent</font> problem, it was continually put off.<br><br>● But there is another less crowed layer, the <font color=""""#0080bc"""">emergent</font> layer. The emergent layer made up of the occasional enormous tree that grows 60-70 meters high, like the giant kapok, or silk cotton, tree, which often breaks through the darkness of the canopy and extends upward into the open sunshine.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
employ,v.,/ɪmˈplɔɪ/,make use of.,بکار گرفتن,use, /juːz/,"""<img src=""""paste-9805410336769.jpg"""">""","""● The company is accused of <font color=""""#0080bc"""">employing</font> questionable methods to obtain the contract.<br>● You should find better ways to <font color=""""#0080bc"""">employ</font> your time.<br>● I had to <font color=""""#0080bc"""">employ</font> a lawyer to review the contract.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enable,v.,/ɪˈneɪbəl/,give (someone or something) the authority or means to do something.,قادر ساختن، اجازه دادن,allow,/əˈlaʊ/,"""<img src=""""enable (1).jpg"""">""","""● The evidence would <font color=""""#0080bc"""">enable</font> us to arrive at firm conclusions.<br><b><font color=""""#ff0000"""">enable sb/sth to do sth</font></b><br>● New mechanisms <font color=""""#0080bc"""">enabled</font> the long-distance economy <font color=""""#0080bc"""">to</font> respond sensitively to variations in demand.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enactment,n.,/ɪˈnæktmənt/,the process of passing legislation.,وضع (قانون)، تصویب - نمایش,establishment,<font color=darkblue> &nbsp; approval</font><br>[sound:approval.mp3],"""<img src=""""paste-18618683228161.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● a drama <font color=""""#0080bc"""">enacted</font> on a darkened stage<br>● Congress refused to <font color=""""#0080bc"""">enact</font> the bill.<br>● as a result of an <font color=""""#0080bc"""">enactment</font> by Congress, this breathtaking canyon will be permanently protected from development.""",,,,enact,/ɪˈnakt/,"""<br><span style=""""font-size: 17px""""><font color=""""violetred""""><em>formal</em></font> to act in a play, story etc<br><font color=""""violetred""""><em>law</em></font> to make a proposal into a law<br></span>""",,,,,,,,,,,,,,,,,,,,,,,
encapsulate,v.,/ɪnˈkæpsəleɪt/,to express or show something in a short way,خلاصه کردن، به صورت کپسول دراوردن,state briefly,<font color=darkblue> &nbsp; summarise &nbsp;  capture</font><br>[sound:summarize_1342704248563.mp3][sound:capture.mp3],"""<img src=""""paste-20164871454721.jpg"""">""","""● The words of the song neatly <font color=""""#0080bc"""">encapsulate</font> the mood of the country at that time.<br>● Her whole philosophy can be <font color=""""#0080bc"""">encapsulated</font> in this one sentence.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encounter,v.,/ɪnˈkaʊntər/,unexpectedly experience or be faced with (something difficult or hostile).,روبرو شدن، مواجه شدن,meet,/miːt/,"""<img src=""""paste-16385300234241.jpg"""">""","""● We <font color=""""#0080bc"""">encountered</font> problems early in the project.<br>● The pilot told us that we might <font color=""""#0080bc"""">encounter</font> turbulence during the flight.<br>● Her suggestion has <font color=""""#0080bc"""">encountered</font> a lot of opposition.<br>● But beneath the rainforest canopy, dispersal potential becomes drastically severed, and no bird, animal or insect could move very far before <font color=""""#0080bc"""">encountering</font> a wealth of edible opportunities and available habitats.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encourage,v.,/ɪnˈkɜːrɪdʒ/,to give someone the courage or confidence to do something,تشویق کردن، ترغیب کردن,stimulate,/ˈstɪmjəleɪt/,"""<img src=""""710YwZXN2zL._SX466_.jpg"""">""","""● I want to thank everyone who has <font color=""""#0080bc"""">encouraged</font> and supported me.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,n.,/ɛnd/,a goal or result that one seeks to achieve.,منظور، مقصود، هدف,purpose, /ˈpɜːrpəs/,"""<img src=""""paste-39363375267841.jpg"""">""","""● each would use the other to further his own <font color=""""#0080bc"""">ends</font>.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endangered,adj.,/ɪnˈdeɪndʒərd/,(of a species) seriously at risk of extinction; <i>not abundant</i>,در خطر انقراض,not abundant,,"""<img src=""""paste-13473312407553.jpg"""">""","""● Magnolia stellata is an <font color=""""#0080bc"""">endangered</font> tree species endemic to the Tokai region of central Japan.<br>● The lizards are classed as an <font color=""""#0080bc"""">endangered</font> species.<br>● Smoking during pregnancy <font color=""""#0080bc"""">endangers</font> your baby’s <font color=""""#0080bc"""">life</font>.<br>● charges of child <font color=""""#0080bc"""">endangerment</font>""",,,,endanger,,"<br>to put someone or something in danger of being hurt, damaged, or destroyed",,,,,,,,,,,,,,,,,,,,,,,
endeavour,n.,/ɪnˈdɛvər/,an attempt to achieve a goal.,تلاش، کوشش,enterprise,<font color=darkblue> &nbsp; attempt &nbsp; struggle</font><br>[sound:attempt.mp3][sound:struggle.mp3],"""<img src=""""images (133).png"""">""","""<span style=""""color: red""""><b>scientific/creative etc endeavour</b></span><br>●&nbsp;an outstanding example of&nbsp;<font color=""""#0080bc"""">human endeavor</font><br><span style=""""color: red""""><b>endeavour to do sth</b></span><br>●&nbsp;They&nbsp;<font color=""""#0080bc"""">made every endeavour</font>&nbsp;to find the two boys.<br>●&nbsp;Despite our&nbsp;<font color=""""#0080bc"""">best endeavours</font>, we couldn’t start the car.<br>● We always <font color=""""#0080bc"""">endeavor</font> to please our customers.<br>● It is very important that the two partners <font color=""""#0080bc"""">endeavour</font> to: Agree on discipline.<br>● We will <font color=""""#0080bc"""">endeavour</font> to sell your items for you.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endorse,v.,/ɪnˈdɔːrs/,"""declare one's public approval or support of.""",حمایت کردن,support, /səˈpɔːrt/,"""<img src=""""paste-93441308491777.jpg"""">""","""● The newspaper has <font color=""""#0080bc"""">endorsed</font> the conservative candidate for mayor.<br>● That brand of sneaker is <font color=""""#0080bc"""">endorsed</font> by several basketball stars.<br>● The prime minister is unlikely to <font color=""""#0080bc"""">endorse</font> this view.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
endow,v.,/ɪnˈdaʊ/,give or bequeath an income or property to (a person or institution).,اعطا کردن، وقف کردن,bestow,"""/bɪˈstoʊ/<font color=""""darkblue""""> &nbsp; provide</font>&nbsp;/prəˈvaɪd/<br>[sound:provide.mp3]""","""<img src=""""paste-10913511899137.jpg"""">""","""● The wealthy couple <font color=""""#0080bc"""">endowed</font> a new wing of the hospital.<br>● She plans to <font color=""""#0080bc"""">endow</font> a faculty position at the university.<br>● They are about the same size, are composed of roughly the same mix of materials, and may have been comparably <font color=""""#0080bc"""">endowed</font> at their beginning with carbon dioxide and water.<br>● Occasionally, this may mean working with instead of against competitors More often, we simply cooperate with others to reach some end without <font color=""""#0080bc"""">endowing</font> the relationship with any larger significance.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enduring,adj.,/ɪnˈdʊrɪŋ/,continuing or long-lasting for a very long time,پایدار، بادوام، پرطاقت,withstanding,"""/wɪθˈstændɪŋ/ <font color=""""darkblue""""> &nbsp; continuing</font> <font color=""""darkblue""""> &nbsp; lasting &nbsp; durable</font><br>[sound:continuing.mp3][sound:lasting.mp3][sound:durable.mp3]""","""<img src=""""Never_Give_Up_.jpeg"""">""","""● science fiction's <font color=""""#0080bc"""">enduring</font> fascination with worlds beyond our own<br>● the <font color=""""#0080bc"""">enduring</font> appeal of Shakespeare’s plays<br>● <font color=""""#0080bc"""">enduring</font> hatred<br>● an <font color=""""#0080bc"""">enduringly</font> popular performer""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
engulf,v.,/ɪnˈɡʌlf/,"- if an unpleasant feeling engulfs you, you feel it very strongly<br>- to completely surround or cover something",(GRE) غرق کردن، غوطه‌ور ساختن، در چیزی فرو بردن,immerse &nbsp; envelop &nbsp; inundate &nbsp; overwhelm &nbsp; submerge &nbsp; swamp &nbsp; swallow up,<br>[sound:immerse_1342704248563.mp3] [sound:envelop_1342704248563.mp3] [sound:inundate.mp3] [sound:overwhelm.mp3][sound:swallow.mp3],"""<img src=""""paste-9272884804293c903443608c1435a361fddfad41.jpg"""">""","""●despair so great it <font color=""""#0080bc"""">threatened to engulf</font> him<br>● The building was <font color=""""#0080bc"""">engulfed in flames</font>.<br>● The valley was <font color=""""#0080bc"""">engulfed</font> in a thick fog.<br>● high waves from the hurricane <font color=""""#0080bc"""">engulfed</font> large areas of the coastal community.<br>● He headed back towards the flea market and was quickly <font color=""""#0080bc"""">swallowed up</font> in the crowd.<br><br>● Glaciers move slowly across the land with tremendous energy, carving into even the hardest rock formations and thereby reshaping the landscape as they <font color=""""#0080bc"""">engulf</font>, push, drag, and finally deposit rock debris in places far from its original location.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enhance,v.,/ɪnˈhɑːns/,"intensify, increase, or further improve the quality, value, or extent of.",بالا بردن، تقویت کردن، افزودن، بهبود دادن,improve &nbsp; add to &nbsp; boost &nbsp; heighten &nbsp; increase &nbsp; reinforce &nbsp; strengthen,<br>[sound:improve.mp3][sound:boost.mp3] [sound:reinforce.mp3][sound:strengthen.mp3],"""<img src=""""paste-f534d0e719a528f71897950e5a0e449fb7388f09.png"""">""","""● Good lighting will <font color=""""#0080bc"""">enhance</font> any room.<br>● The publicity has <font color=""""#0080bc"""">enhanced</font> his reputation.<br>● You can <font color=""""#0080bc"""">enhance</font> the flavor of the dish by using fresh herbs.<br>● The conditions that attracted and <font color=""""#0080bc"""">enhanced</font> the movement of goods.<br>● Humans instinctively seek structures that will shelter and <font color=""""#0080bc"""">enhance</font> their way of life.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
