Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio,Short Meaning,Long Meaning,Web World,Found
4000EEW_B04_U09_1965,collision,,[kəlíʒən],n.,A <i>collision</i> is the act of two things hitting into each another.,The <b>collision</b> between the two cars created a loud noise.,The {{c1::collision}} between the two cars created a loud noise.,"""<img src=""""4000EEW_B04_U09_1965.jpg"""" />""",[sound:4000EEW_B04_U09_1965.word.mp3],[sound:4000EEW_B04_U09_1965.definition.mp3],[sound:4000EEW_B04_U09_1965.example.mp3],"A collision is when two or more things smash together. You shouldn't give yourself a pedicure while driving because it might result in a collision, wrecking your car and spoiling your toenail polish to boot.","Collision comes from the Latin col-, ""together,"" and lædĕre, ""to hurt by striking."" When a train hits a car, that's a collision. An asteroid hurtling toward earth is on a ""collision course"" with our planet. Collision also works for abstract conflicts that get violent or hurt your brain somehow, like the collision between two politicians during a debate, or the collision of colors in your outfit.",collision,True
4000EEW_B04_U09_1966,competent,,[kɑ́mpətənt],adj.,"If someone is <i>competent</i>, they are able to think or act successfully.",<b>Competent</b> employees are much better than unknowledgeable ones.,{{c1::Competent}} employees are much better than unknowledgeable ones.,"""<img src=""""4000EEW_B04_U09_1966.jpg"""" />""",[sound:4000EEW_B04_U09_1966.word.mp3],[sound:4000EEW_B04_U09_1966.definition.mp3],[sound:4000EEW_B04_U09_1966.example.mp3],"If you are competent, you have the necessary ability or skills to do something. If you can carry a heavy tray of food and store a table's worth of orders in your head, you are probably a competent waiter.","The opposite of competent is incompetent — an incompetent travel agent might send you to Bahrain when you requested Britain. But competent on its own can sometimes be a veiled criticism, with the implication that someone competent is just going to through the motions — you'd rather have someone inspired on the job. In legal language, competent describes someone who has the mental capacity to take part in a trial or sign a contract.",competent,True
4000EEW_B04_U09_1967,diploma,,[diplóumə],n.,A <i>diploma</i> is a certificate proving that someone has completed their studies.,"After four years of college, Mary finally had a <b>diploma</b>.","After four years of college, Mary finally had a {{c1::diploma}}.","""<img src=""""4000EEW_B04_U09_1967.jpg"""" />""",[sound:4000EEW_B04_U09_1967.word.mp3],[sound:4000EEW_B04_U09_1967.definition.mp3],[sound:4000EEW_B04_U09_1967.example.mp3],A diploma is a document people receive when they graduate from a school or program. It is a symbol of academic success. You often see framed diplomas displayed in a doctor's office.,"Are you working toward a diploma? Then you must be in school. People receive high school and college diplomas, which they usually receive during a graduation ceremony. You could also get a diploma for a shorter series of classes in something like pottery, skydiving, or marksmanship. Even a dog could get a diploma for passing obedience school. Any time someone gets a diploma, you can be sure they finished a course or program of learning.",diploma,True
4000EEW_B04_U09_1968,excel,,[iksél] (excel is related to excellent),v.,To <i>excel</i> at a subject or activity means to be very good at it.,Jenny <b>excels</b> at playing the piano.,Jenny {{c1::excels}} at playing the piano.,"""<img src=""""4000EEW_B04_U09_1968.jpg"""" />""",[sound:4000EEW_B04_U09_1968.word.mp3],[sound:4000EEW_B04_U09_1968.definition.mp3],[sound:4000EEW_B04_U09_1968.example.mp3],"If you excel at math, you are doing it better than anyone else. You might even be moving so much faster than the rest of your class, you're put into a special, accelerated math program.","Excel derives from the Latin excellere, which is all about going beyond the high. Someone who excels at the violin might practice five hours a day because they are striving for excellence, meaning outstanding-ness. You could describe their performance as excellent, or fantastic. That doesn't mean you yourself want to practice five hours a day. Excel means to stand out, and some of us are pretty happy standing right where we are.",excel,True
4000EEW_B04_U09_1969,geology,,[ʤiːɑ́ləʤi],n.,<i>Geology</i> is the study of the Earth’s natural structures and how they change.,"Because he studied <b>geology</b>, he knew how the mountains were formed.","Because he studied {{c1::geology}}, he knew how the mountains were formed.","""<img src=""""4000EEW_B04_U09_1969.jpg"""" />""",[sound:4000EEW_B04_U09_1969.word.mp3],[sound:4000EEW_B04_U09_1969.definition.mp3],[sound:4000EEW_B04_U09_1969.example.mp3],"Geology is the study of the Earth and what it's made of, including its natural history.","Just as biology is the study of earth's life forms, geology is the study of the earth itself. Geology tells us where lakes once were, where volcanoes erupted, where glaciers pushed up mountains and then melted. Geologists — people who study geology — tell us where to find oil, coal and diamonds and then they explain how they got there. If you find the natural world beautiful and interesting, you might enjoy studying geology.",geology,True
4000EEW_B04_U09_1970,integral,,[íntigrəl],adj.,Something that is <i>integral</i> is an important part of the whole.,She is an <b>integral</b> member of our team.,She is an {{c1::integral}} member of our team.,"""<img src=""""4000EEW_B04_U09_1970.jpg"""" />""",[sound:4000EEW_B04_U09_1970.word.mp3],[sound:4000EEW_B04_U09_1970.definition.mp3],[sound:4000EEW_B04_U09_1970.example.mp3],"Something that is integral is very important or necessary. If you are an integral part of the team, it means that the team cannot function without you.","An integral part is necessary to complete the whole. In this sense, the word essential is a near synonym. In mathematics, there are integrals of functions and equations. Integral is from Middle English, from Medieval Latin integralis ""making up a whole,"" from Latin  integer ""untouched, entire.""",integral,True
4000EEW_B04_U09_1971,intellect,,[íntəlèkt],n.,An <i>intellect</i> is a person’s ability to understand things easily.,She was known for her quick and strong <b>intellect</b> as well as her beauty.,She was known for her quick and strong {{c1::intellect}} as well as her beauty.,"""<img src=""""4000EEW_B04_U09_1971.jpg"""" />""",[sound:4000EEW_B04_U09_1971.word.mp3],[sound:4000EEW_B04_U09_1971.definition.mp3],[sound:4000EEW_B04_U09_1971.example.mp3],Intellect is how much intelligence you have. Einstein was known for having a great intellect. Mickey Mouse's friend Goofy has almost no intellect to speak of.,"Intellect is the mental equivalent of athletic ability or fashion sense, so someone is an intellect if they have great intellectual ability just as an athlete is someone who has great athletic ability.  Intellect is something everyone has in some degree. If someone talks down to you, it's an insult to your intellect. Your teacher might say you have a sharp intellect if you have the intellect to figure out  difficult problems. An intellectual is a person who has a lot of knowledge and prefers to think about things on an abstract or theoretical level rather than a practical one.",intellect,True
4000EEW_B04_U09_1972,job,,[dʒab],n.,Your <i>job</i> is the work you do to earn money.,He now has a high-paying <b>job</b>.,He now has a high-paying {{c1::job}}.,"""<img src=""""4000EEW_B04_U09_1972.jpg"""" />""",[sound:4000EEW_B04_U09_1972.word.mp3],[sound:4000EEW_B04_U09_1972.definition.mp3],[sound:4000EEW_B04_U09_1972.example.mp3],"Unless you win the lottery, you will probably need a job, or employment where you do work for pay. There are also non-paying jobs: it might be your job to wash the dishes after dinner.","Job and work are often synonymous and unfortunately often have a negative connotation meaning “toil."" Other meanings of job that are negative involve damaging events or crimes. When you wrecked your car, someone might have said, ""You did a real job on that;"" or, when you convinced your sister to hand over her allowance, you might have referred to it as a ""con job.""",job,True
4000EEW_B04_U09_1973,keen,,[kiːn],adj.,"If someone is <i>keen</i>, they are intelligent.",Only a <b>keen</b> student could have solved that math problem.,Only a {{c1::keen}} student could have solved that math problem.,"""<img src=""""4000EEW_B04_U09_1973.jpg"""" />""",[sound:4000EEW_B04_U09_1973.word.mp3],[sound:4000EEW_B04_U09_1973.definition.mp3],[sound:4000EEW_B04_U09_1973.example.mp3],"If you have a keen interest in something, you are really, really into it. Keen is an adjective that describes something that is intense, sharp, or focused.","The word keen comes from the Old English word cene that translates to ""bold and brave"" and while the spelling is now really different, the sounds are similar. Variations of keen as being ""bold"" and ""strong"" show up in other languages, but only English has the meaning of ""sharp"" — relating to ""an edge or blade."" Keen has a lot of close — and brutal — synonyms, such as caustic, cutting, piercing, and penetrating. It can also be used as a verb to mean ""express grief or pain out loud.""",keen,True
4000EEW_B04_U09_1974,minimum,,[mínəməm],adj.,The <i>minimum</i> is the smallest amount.,What is the <b>minimum</b> temperature in winter in this area?,What is the {{c1::minimum}} temperature in winter in this area?,"""<img src=""""4000EEW_B04_U09_1974.jpg"""" />""",[sound:4000EEW_B04_U09_1974.word.mp3],[sound:4000EEW_B04_U09_1974.definition.mp3],[sound:4000EEW_B04_U09_1974.example.mp3],"The minimum is the lowest or smallest amount possible or acceptable. If you do the minimum amount of work at your job, you might not get fired — but you definitely won't get promoted.","Minimum is Latin for smallest, so clearly English speakers have done less than the minimum amount of messing with the meaning of this word. Obviously, the opposite is maximum. At minimum, you should know that the word means the smallest limit of something. At most, you should be able to talk about its Latin roots.",minimum,True
