"Word","Soundmark","Explanation0","Example0","Equivalence0","Derivative0","Opposite0","Explanation1","Example1","Equivalence1","Derivative1","Opposite1","Explanation2","Example2","Equivalence2","Derivative2","Opposite2","Explanation3","Example3","Equivalence3","Derivative3","Opposite3","Category","Image","Audio","tags","deck"
"thwart","[θwɔːrt]","【释】v. 破坏，阻止 to prevent (someone) from doing something or to stop (something) from happening","【例】Youku is taking steps to thwart users who fake their location in order to get access to shows and movies.","【选】frustrate",,,,,,,,,,,,,,,,,,,,"[sound:youdao-20dc944b-7c6c0319-8c556f4d-1ab91bd2-2b26ece1.mp3]",,"GRE::新东方GRE佛脚词改"
"distress","[dɪˈstres]","【释】v. 使…紧张，使…忧虑，使…不适 to worry or upset (someone)","【例】The university launched a campaign aimed at increasing awareness of mental health and supporting students who are distressed.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-c1435977-39921076-2e8ba102-16f6ef38-b5240679.mp3]",,"GRE::新东方GRE佛脚词改"
"raillery","[ˈreɪləri]","【释】n. 打趣 friendly joking about or with somebody","【例】We may enjoy the occasional raillery and pranks in the office, but are absolutely serious when dealing with clients.","【选】banter",,,,,,,,,,,,,,,,,,,,"[sound:youdao-00661ecd-df523052-204f48fe-2156255f-5bb9dae8.mp3]",,"GRE::新东方GRE佛脚词改"
"exasperate","[ɪɡˈzæspəreɪt]","【释】v. 使…生气 to make (someone) very angry or annoyed","【例】The tedious application process exasperated the student, who had to spend long hours filling out a 30-page form.","【选】irascibility",,,,,,,,,,,,,,,,,,,,"[sound:youdao-85daa023-1b5a9d04-07273173-3be0fbdf-f49b83b8.mp3]",,"GRE::新东方GRE佛脚词改"
"feckless","[ˈfekləs]","【释】adj. 虚弱的，无能的 weak or ineffective","【例】Gwen was wrong to suggest that Carson was a feckless supervisor just because he had made a mistake in his proposal recently.",,,,"【释】adj. 粗心的，不负责任的 careless and irresponsible","【例】If animal parents were judged by human standards, the cuckoo would be one of nature's more feckless creatures as it lays her eggs in others' nests and leaves the nurturing to them.",,,,,,,,,,,,,,,,"[sound:youdao-f63eba8c-6f45342a-93790711-e575fb8e-219e90b9.mp3]",,"GRE::新东方GRE佛脚词改"
"stigma","[ˈstɪɡmə]","【释】n. 污点 a set of negative and often unfair beliefs that a society or group of people have about something","【例】Linda was determined to undermine the stigma that her male colleagues had of female executives.",,"【派】stigmatize（v. 玷污，抹黑）",,,,,,,,,,,,,,,,,,"<img src=""oxfordlearning-f189d587-1806ec3d-8be21b23-59bd1918-3dbbe0f3.jpg"">","[sound:youdao-5512742a-459397eb-6f9239f9-584d3747-2516a06d.mp3]",,"GRE::新东方GRE佛脚词改"
"attenuate","[əˈtenjueɪt]","【释】v. 使减弱 to make (something) weaker or less in amount, effect, or force","【例】Chomsky's belief that speech is not an evolutionary adaptation has been attenuated over time.",,,,"【释】adj. 变弱的 reduced especially in thickness, density, or force","【例】The path became overgrown and attenuate after authorities closed off pedestrian access to it.",,,,,,,,,,,,,,,,"[sound:youdao-8d8df711-1311d110-687a3e9e-3ceac60b-c3a198c5.mp3]",,"GRE::新东方GRE佛脚词改"
"enigmatic","[ˌenɪɡˈmætɪk]","【释】adj. 难懂的 full of mystery and difficult to understand","【例】The artist Eugene Delacroix remains an enigma shrouded in mystery.","【选】perplexing, puzzle, riddle, conundrum",,"【反】unambiguous",,,,,,,,,,,,,,,,,,"[sound:youdao-ceef2993-16f093f2-60f10e51-25c8316a-24421ab8.mp3]",,"GRE::新东方GRE佛脚词改"
"condemn","[kənˈdem]","【释】v. 谴责 to say in a strong and definite way that someone or something is bad or wrong","【例】Because all members of this organization are idealists, they condemn the idea of compromising their core beliefs.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-9c017879-7bb93d82-8b85be37-613650b8-7f07dadf.mp3]",,"GRE::新东方GRE佛脚词改"
"impugn","[ɪmˈpjuːn]","【释】v. （因人不诚实而）批评，抨击 to criticize (a person's character, intentions, etc.) by suggesting that someone is not honest and should not to be trusted","【例】The mayoral candidate was quick to issue counterattacks when his integrity was impugned by unknown sources.",,,"【反】champion",,,,,,,,,,,,,,,,,,"[sound:youdao-b73896a1-42a4c7fc-e7e30ff1-c586d874-35a09083.mp3]",,"GRE::新东方GRE佛脚词改"
"elaborate","[ɪˈlæbərət]","【释】adj. 精心制作的，精细的 planned or carried out with great care","【例】As a party planner, Nora was accustomed to organizing elaborate weddings with no expense spared for hundreds of guests.",,,,"【释】v. 详细阐述 to expand something in detail","【例】The police chief declined to elaborate on the decision to fire the misbehaving officer or to release the officer's name.",,,"【反】simplify",,,,,,,,,,,,,"[sound:youdao-8b17472e-cdf4c17f-d521d663-bd7eb656-d661f2c1.mp3]",,"GRE::新东方GRE佛脚词改"
"pejorative","[pɪˈdʒɔːrətɪv]","【释】adj. （话语）轻蔑的 having negative connotations, tending to disparage or belittle","【例】People who use the word “meritocracy” as a positive description are probably unaware of its original satirical and pejorative connotations.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-022aa8ee-77e08e5f-f2f03f85-ba94ddd4-e34cda22.mp3]",,"GRE::新东方GRE佛脚词改"
"blithe","[blaɪð]","【释】adj. 无忧无虑的，轻松的 of a happy lighthearted character or disposition","【例】Emma has a very blithe attitude when she is traveling as she is freed from her troubles at work and home.",,,"【反】grave","【释】adj. 轻率的 lacking due thought or consideration","【例】Little did Kyle know that the blithe decision he made to act in the local play would result in hundreds of hours spent on tiring rehearsals.",,,,,,,,,,,,,,,,"[sound:youdao-c1c6a6c6-30609cff-79935514-b4cf3fa8-b922b22b.mp3]",,"GRE::新东方GRE佛脚词改"
"refute","[rɪˈfjuːt]","【释】v. 驳倒，否认 to prove that (something) is not true","【例】This paper was so controversial as it refuted all prior theories on the genotypic evolution of the gorilla species.",,"【派】irrefutable[adj. 无可辩驳的（与conclusive考同义词）]",,,,,,,,,,,,,,,,,,,"[sound:youdao-58c8bad3-a1118802-e1870922-4df1fecb-8a48e36b.mp3]",,"GRE::新东方GRE佛脚词改"
"vacuous","[ˈvækjuəs]","【释】adj. 空的，空洞的 emptied of or lacking content","【例】The house looked barren and vacuous after all the furniture and carpeting were removed.",,"【派】vacuity（n. 空白，空虚）","【反】plentiful","【释】adj. 愚蠢的 marked by lack of ideas or intelligence","【例】Despite their vacuous expressions, pigs are rather intelligent creatures capable of thought and emotion.",,,,,,,,,,,,,,,,"[sound:youdao-2a9a0c06-11de3c31-daa0f2d7-302f8716-8f46c9e2.mp3]",,"GRE::新东方GRE佛脚词改"
"enervate","[ˈenərveɪt]","【释】v. 使…衰弱 to make (someone or something) very weak or tired","【例】Long hours and the constant stress enervated David, who in the end, had no choice but to resign from his work and take a long vacation.","【选】debilitate",,"【反】strengthen","【释】adj. 虚弱的 lacking physical, mental, or moral vigor","【例】His current frail and enervate frame is a far cry from what it used to be in his days as a top sportsman.",,,,,,,,,,,,,,,,"[sound:youdao-39f70c21-32ed92a4-d6511f8d-1fac4807-dca8ec1a.mp3]",,"GRE::新东方GRE佛脚词改"
"honorific","[ˌɑːnəˈrɪfɪk]","【释】adj. 尊敬的 giving or expressing honor or respect","【例】An honorific doctorate does not require the recipient to write a dissertation; he or she is simply recognized for his or her achievements.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-5c115e5e-1e74d0f5-2ac74404-9c04d41f-ed21ef68.mp3]",,"GRE::新东方GRE佛脚词改"
"disprove","[ˌdɪsˈpruːv]","【释】v. 驳斥 to show that (something) is false or wrong","【例】Galileo disproved the idea that the Sun revolves around the Earth.",,"【派】disproof（n. 反驳）",,,,,,,,,,,,,,,,,,,"[sound:youdao-4a96e7ed-7810c0f1-8866357e-44e2c635-96bf780d.mp3]",,"GRE::新东方GRE佛脚词改"
"extinguish","[ɪkˈstɪŋɡwɪʃ]","【释】v. 熄灭 to cause (something) to stop burning","【例】Firefighters were able to extinguish the flames in less than 15 minutes.","【选】douse",,"【反】ignite","【释】v. 使…灭绝 to cause the end or death of (something)","【例】Widespread use of the pesticide DDT extinguished America's peregrine falcon everywhere but the East Coast.",,,,,,,,,,,,,,,,"[sound:youdao-c4e1c93b-2a3eb192-1718f505-191d8fb5-b860e4f0.mp3]",,"GRE::新东方GRE佛脚词改"
"excoriate","[ˌeksˈkɔːrieɪt]","【释】v. 强烈斥责，严厉指责 to censure scathingly","【例】The old staff excoriated their new CEO for creating confusing and inconvenient new policies.","【选】crab, indict",,,,,,,,,,,,,,,,,,,,"[sound:youdao-4ad126e0-9086aebe-2309b2de-65a7e8f0-035a66c7.mp3]",,"GRE::新东方GRE佛脚词改"
"immutable","[ɪˈmjuːtəbl]","【释】adj. 不变的 not subject or susceptible to change","【例】An animal's instinctive responses need not be immutable as they sometimes adjust over time due to natural selection.","【选】determinate","【派】mutate（v. 变异，变化）",,,,,,,,,,,,,,,,,,,"[sound:youdao-2775a6e1-dd4cefc8-70300174-0a5ab701-44390ea3.mp3]",,"GRE::新东方GRE佛脚词改"
"hypercritical","[ˌhaɪpərˈkrɪtɪkl]","【释】adj. 吹毛求疵的 criticizing other people or things too strongly or too often","【例】The athletes in this league had to adopt relaxation techniques as it had a hypercritical and stressful culture.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-71671a80-3fd0f0a9-0ccdcd1f-74ed671e-78d06c12.mp3]",,"GRE::新东方GRE佛脚词改"
"momentous","[moʊˈmentəs]","【释】adj. 重要的 very important","【例】Serkin said that this momentous performance took him 50 years to prepare.",,,"【反】trivial",,,,,,,,,,,,,,,,,,"[sound:youdao-1774d26e-d9e90806-4d9b9c79-cadd0d41-f9a580a7.mp3]",,"GRE::新东方GRE佛脚词改"
"esteem","[ɪˈstiːm]","【释】n. 尊敬 respect and affection","【例】The cash prize that accompanies a Nobel Prize is only secondary to the international esteem that the winner receives.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-d6961f48-e7de885f-4f4c1ab5-31345160-6cdd6816.mp3]",,"GRE::新东方GRE佛脚词改"
"traumatic","[traʊˈmætɪk]","【释】adj. 心灵受创伤的 emotionally upset","【例】Experiencing traumatic incidents during childhood is associated with an increased risk of psychopathology and violent criminality.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-80de459e-87bdd074-96ae8eed-7e7d9e8f-449f4ff2.mp3]",,"GRE::新东方GRE佛脚词改"
"secretive","[ˈsiːkrətɪv]","【释】adj. 鬼鬼祟祟的，秘密的 not letting people see or know what you are doing or thinking","【例】Many people are skeptical of Area 51's secretive function and claim that it is a cover for the existence of aliens.","【选】furtive",,,,,,,,,,,,,,,,,,,,"[sound:youdao-e78b709b-a36051a9-75eed056-d16ff618-783197af.mp3]",,"GRE::新东方GRE佛脚词改"
"delegate","[ˈdelɪɡət]","【释】n. 代表 a person who is chosen or elected to vote or act for others","【例】The candidate received the Democratic Party nomination after the majority of the state delegates voted for her.",,,,"【释】v. 委托 to give (control, responsibility, authority, etc.) to someone","【例】The housewife delegated individual house chores to each member of the family so that she could get a break.",,,,,,,,,,,,,,,,"[sound:youdao-63ea2224-5fab3a97-c6e633f6-ecb49b32-c874f57d.mp3]",,"GRE::新东方GRE佛脚词改"
"abeyance","[əˈbeɪəns]","【释】n. 中止，暂停 temporary inactivity","【例】Until it is shown that the service is legal, the launch of the service shall be put in abeyance.",,,"【反】fulfillment",,,,,,,,,,,,,,,,,,"[sound:youdao-79b2066d-c29467e9-3b60163d-c059ae77-83f4ff8e.mp3]",,"GRE::新东方GRE佛脚词改"
"blatant","[ˈbleɪtnt]","【释】adj. 吵吵闹闹的 noisy especially in a vulgar or offensive manner","【例】The sound of the trombone may seem blatant and rough to some, but it is highly melodious and expressive to me.",,,,"【释】adj. 明目张胆的 completely obvious, conspicuous, or obtrusive especially in a crass or offensive manner","【例】Buddy's blatant disregard for the speed limit incurred a hefty fine and a suspension of his license for six months.","【选】conspicuous",,,,,,,,,,,,,,,"[sound:youdao-bf80509c-25bc0965-8d5950b6-326d6a52-ae4ab2c4.mp3]",,"GRE::新东方GRE佛脚词改"
"flamboyant","[flæmˈbɔɪənt]","【释】adj. 引人注意的，酷炫的 having a very noticeable quality that attracts a lot of attention","【例】Art historian Kate Duncan lavishly praised the contemporary beadwork of Native American people in the high-plateau region for their outstanding and flamboyant forms.","【选】showy",,,,,,,,,,,,,,,,,,,,"[sound:youdao-b61edec2-b65df320-471eb146-e2431c15-dca0d9aa.mp3]",,"GRE::新东方GRE佛脚词改"
"lucid","[ˈluːsɪd]","【释】adj. 清晰的 very clear and easy to understand","【例】In stark contrast to the vague and often rambling comments of other students, Jessica's remarks were refreshingly lucid.","【选】clarity",,"【反】vague, murky",,,,,,,,,,,,,,,,,,"[sound:youdao-fc4f8ede-5160d047-0a5bb71f-43fb5e46-417966cd.mp3]",,"GRE::新东方GRE佛脚词改"
"opaque","[oʊˈpeɪk]","【释】adj. 难懂的 difficult to understand or explain","【例】That critic's writing is so obscure and dense that all the students found it too opaque to comprehend.","【选】inaccessible",,"【反】transparent, understandable","【释】adj. 不透明的 not letting light through","【例】Breweries know that colored glass is best for beer because the opaque bottles allow less light to reach the liquid, which could potentially spoil the product.",,,,,,,,,,,,,,,,"[sound:youdao-9eee34bf-7de3ad60-47e6ef3c-97a2244f-ce0bcaa0.mp3]",,"GRE::新东方GRE佛脚词改"
"alarmism","[əˈlɑ:rmizəm]","【释】n. （毫无根据的）担忧，危言耸听 the often unwarranted exciting of fears or warning of danger","【例】The alarmism around the potential of artificial intelligence to exceed general human intelligence strikes me as premature.",,"【派】alarm[v. 使惊恐（和unsettle考同义词）]",,,,,,,,,,,,,,,,,,,"[sound:youdao-a9467b88-96705096-0fe9140b-4a3ffff9-ac90930d.mp3]",,"GRE::新东方GRE佛脚词改"
"divisive","[dɪˈvaɪsɪv]","【释】adj. 引起争议的，引起分裂的 causing a lot of disagreement between people and causing them to separate into different groups","【例】This bill incited such vigorous debate and partisanship that it was dubbed the most divisive bill in history.","【选】controversial",,"【反】unifying",,,,,,,,,,,,,,,,,,"[sound:youdao-ac89624e-fef1b10e-8063ed3e-555600e3-95671b0b.mp3]",,"GRE::新东方GRE佛脚词改"
"torpor","[ˈtɔːrpər]","【释】n. 麻木，迟钝，懒散 a state of not being active and having very little energy","【例】As Billy had only slept for three hours, his torpor was visible at the stand-up comedy performance and resulted in him being booed off stage.",,,"【反】exciting, celerity",,,,,,,,,,,,,,,,,,"[sound:youdao-ed2f4215-58305865-abf02192-302aaaa5-fbb06a8d.mp3]",,"GRE::新东方GRE佛脚词改"
"indolent","[ˈɪndələnt]","【释】adj. 懒惰的 not liking to work or be active","【例】Parents always struggle with indolent teenagers sleeping for 12 hours every day and feeling extreme fatigue after 2 hours of work.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-dbd8594e-d9a447a6-6de66d20-f4ba730b-f62bf980.mp3]",,"GRE::新东方GRE佛脚词改"
